firm_id,year,income,digital_finance,firm_size,employee_num,founder_edu,financing_difficulty,region_gdp,urban,high_tech
390,2014,11.67,0.434,2.4,75,3,0.818,12.12,1,0
390,2015,15.08,0.517,3.2,78,3,0.496,11.03,1,0
390,2016,15.49,0.756,2.77,198,1,0.206,7.82,1,0
390,2017,13.6,0.334,2.24,142,3,0.676,10.28,1,0
390,2018,12.01,0.646,2.29,103,3,0.456,7.89,0,0
390,2019,12.72,0.71,2.25,25,3,0.285,9.7,1,0
390,2020,14.54,0.406,2.94,44,3,0.663,10.35,1,1
390,2021,11.28,0.458,2.35,46,4,0.581,8.38,1,0
390,2022,12.15,0.345,1.6,76,2,0.626,11.48,1,0
390,2023,11.54,0.469,2.48,50,1,0.542,11.79,1,0
391,2010,13.44,0.495,1.73,86,3,0.665,10.53,1,0
391,2011,12.57,0.599,3.59,77,4,0.425,10.83,0,0
391,2012,13.79,0.664,2.02,122,4,0.238,7.09,0,0
391,2013,12.82,0.388,2.42,45,3,0.58,12.72,1,0
391,2014,11.37,0.205,2.63,98,4,0.584,9.82,1,0
391,2015,12.96,0.497,2.36,136,3,0.517,8.13,0,0
391,2016,14.49,0.544,2.35,103,1,0.587,10.29,1,0
391,2017,16.09,0.537,2.71,146,3,0.328,11.49,0,0
391,2018,17.21,0.451,3.26,146,2,0.564,11.02,0,1
391,2019,13.48,0.519,2.88,57,2,0.58,7.83,1,1
391,2020,17.96,0.727,3.24,132,2,0.382,11.52,1,1
391,2021,10.01,0.557,1.98,33,2,0.571,9.88,0,0
391,2022,14.93,0.444,2.66,27,2,0.369,11.0,1,1
391,2023,12.64,0.425,2.58,89,2,0.626,8.4,0,0
392,2010,16.27,0.475,2.68,163,2,0.375,12.09,1,1
392,2011,14.48,0.746,3.19,100,1,0.155,10.37,1,0
392,2012,13.15,0.473,2.39,75,3,0.61,12.38,1,0
392,2013,15.32,0.497,2.3,193,3,0.519,6.93,1,0
392,2014,14.44,0.428,2.77,155,4,0.645,7.2,0,1
392,2015,11.42,0.665,1.61,12,4,0.242,9.52,0,0
392,2016,15.97,0.794,2.38,80,3,0.353,12.94,0,1
392,2017,15.45,0.568,2.43,104,3,0.501,13.93,1,0
392,2018,9.56,0.512,2.04,20,2,0.577,8.22,0,0
392,2019,13.9,0.506,3.03,158,1,0.386,10.11,1,0
392,2020,10.4,0.142,1.97,161,3,0.975,10.31,0,0
392,2021,13.66,0.612,2.43,97,3,0.357,11.44,0,0
392,2022,16.82,0.52,2.65,10,4,0.419,11.77,1,1
392,2023,14.97,0.564,3.18,41,3,0.498,7.77,1,1
393,2010,12.76,0.393,2.49,165,2,0.665,10.13,0,0
393,2011,14.37,0.442,2.97,99,4,0.473,5.98,1,1
393,2012,12.8,0.438,2.85,178,3,0.767,11.62,1,0
393,2013,12.29,0.653,2.56,65,4,0.528,9.32,0,0
393,2014,11.79,0.443,1.96,173,3,0.617,7.59,1,0
393,2015,12.55,0.812,1.78,22,2,0.231,10.67,1,0
393,2016,15.25,0.565,2.55,115,1,0.468,9.26,1,0
393,2017,14.1,0.309,2.23,99,2,0.536,12.52,1,0
393,2018,11.77,0.481,2.96,20,1,0.531,8.21,1,0
393,2019,13.95,0.402,2.87,108,2,0.608,14.45,1,0
393,2020,12.16,0.171,2.41,183,3,0.772,11.71,1,0
393,2021,15.42,0.74,1.92,169,4,0.229,12.58,1,0
393,2022,13.9,0.605,2.76,18,4,0.156,7.94,1,0
393,2023,14.67,0.58,1.99,107,3,0.31,13.58,0,0
394,2010,11.1,0.525,2.12,72,1,0.567,7.57,1,0
394,2011,10.67,0.293,2.01,34,2,0.88,9.58,1,0
394,2012,13.34,0.427,2.43,64,3,0.478,12.61,0,0
394,2013,17.49,0.626,3.09,57,2,0.392,11.01,1,1
394,2014,13.45,0.342,2.5,168,4,0.768,7.52,1,0
394,2015,11.49,0.12,2.28,162,4,0.828,12.27,1,0
394,2016,10.3,0.466,1.74,68,2,0.602,10.68,1,0
394,2017,12.38,0.479,2.78,18,3,0.518,9.17,0,0
394,2018,10.74,0.52,2.11,27,2,0.599,6.92,1,0
394,2019,14.24,0.609,2.56,180,3,0.262,10.87,0,0
394,2020,13.93,0.596,2.32,160,1,0.294,9.67,1,0
394,2021,15.45,0.539,2.92,126,2,0.489,10.31,1,0
394,2022,11.16,0.679,2.42,11,3,0.33,6.83,1,0
394,2023,14.91,0.272,2.47,174,3,0.722,9.16,1,0
395,2010,12.59,0.576,2.74,14,3,0.482,10.96,0,0
395,2011,18.0,0.594,3.55,176,3,0.313,13.75,0,0
395,2012,14.23,0.314,2.94,106,3,0.549,9.59,1,1
395,2013,11.17,0.275,2.46,17,3,0.675,12.89,1,0
395,2014,15.45,0.388,2.5,165,4,0.573,11.57,1,1
395,2015,12.44,0.401,2.24,164,4,0.571,10.47,1,0
395,2016,13.2,0.613,2.03,131,3,0.514,7.98,1,0
395,2017,11.63,0.408,2.22,52,3,0.669,8.06,1,0
395,2018,11.89,0.372,2.11,9,3,0.682,11.24,0,1
395,2019,13.22,0.408,2.83,65,2,0.614,8.95,1,0
395,2020,14.8,0.668,1.96,126,2,0.289,8.77,1,0
395,2021,14.15,0.502,3.17,94,4,0.413,9.64,0,0
395,2022,13.66,0.473,2.88,107,4,0.407,9.67,1,0
395,2023,14.2,0.483,2.51,94,3,0.447,11.8,0,0
396,2010,13.94,0.694,2.5,7,3,0.302,8.99,1,0
396,2011,12.48,0.388,2.22,28,1,0.497,11.6,1,0
396,2012,16.75,0.697,2.64,121,2,0.32,10.88,1,0
396,2013,12.98,0.532,3.04,102,3,0.449,6.65,0,0
396,2014,16.71,0.476,2.15,166,3,0.484,10.59,1,1
396,2015,11.37,0.875,1.73,88,4,0.241,4.66,0,0
396,2016,14.52,0.342,2.85,123,2,0.412,8.21,1,0
396,2017,12.82,0.447,2.66,46,3,0.515,10.93,0,0
396,2018,12.74,0.315,1.94,152,2,0.45,9.98,0,0
396,2019,11.43,0.643,2.13,45,4,0.381,6.46,1,1
396,2020,15.58,0.753,2.07,86,4,0.323,7.76,1,0
396,2021,13.04,0.75,2.14,106,3,0.114,4.78,0,0
396,2022,15.4,0.684,2.34,152,4,0.194,7.31,1,0
396,2023,12.51,0.47,2.37,10,3,0.36,11.16,0,1
397,2010,12.57,0.445,2.17,126,2,0.561,8.89,0,0
397,2011,12.31,0.249,2.12,189,3,0.717,10.34,0,0
397,2012,16.05,0.805,2.39,174,2,0.167,10.03,1,1
397,2013,14.9,0.57,2.58,29,3,0.393,10.07,1,0
397,2014,13.05,0.426,2.34,45,4,0.476,12.05,0,0
397,2015,15.44,0.699,3.08,173,3,0.414,9.59,0,0
397,2016,14.79,0.354,2.75,7,2,0.673,11.82,1,1
397,2017,10.88,0.561,1.7,112,2,0.321,5.05,1,0
397,2018,16.93,0.474,2.76,175,1,0.456,12.22,1,1
397,2019,14.95,0.596,2.8,178,2,0.317,7.42,1,0
397,2020,12.2,0.49,2.28,61,1,0.65,7.85,1,0
397,2021,11.87,0.282,1.75,87,3,0.789,8.59,1,0
397,2022,13.84,0.511,2.5,78,3,0.476,12.17,1,0
397,2023,15.16,0.657,2.5,183,3,0.513,8.22,1,1
398,2010,11.46,0.496,1.94,137,1,0.65,8.69,0,0
398,2011,11.96,0.616,1.77,90,2,0.361,8.08,1,0
398,2012,14.25,0.343,2.46,101,2,0.616,10.51,1,0
398,2013,12.69,0.496,2.38,19,2,0.468,11.49,0,0
398,2014,15.12,0.406,2.29,92,2,0.498,13.41,1,0
398,2015,15.59,0.612,2.46,98,2,0.561,14.8,1,0
398,2016,12.46,0.505,1.95,130,3,0.395,11.3,0,0
398,2017,12.02,0.604,2.28,104,4,0.483,10.73,0,0
398,2018,11.58,0.663,2.77,43,3,0.406,7.57,0,0
398,2019,14.15,0.604,2.33,83,3,0.366,13.82,1,0
398,2020,14.19,0.541,1.66,170,2,0.64,10.43,1,0
398,2021,13.52,0.35,2.26,43,4,0.494,9.42,1,0
398,2022,13.55,0.5,1.96,56,2,0.492,10.78,0,1
398,2023,15.74,0.42,2.63,135,2,0.531,8.73,1,1
399,2010,11.69,0.448,2.66,161,2,0.648,5.32,0,0
399,2011,11.67,0.444,1.67,130,2,0.592,11.14,0,0
399,2012,16.14,0.353,2.88,163,3,0.474,12.68,1,0
399,2013,11.4,0.206,1.94,70,4,0.918,11.11,1,0
399,2014,14.54,0.4,3.28,49,3,0.649,9.99,1,0
399,2015,12.88,0.529,2.48,26,2,0.367,10.03,0,0
399,2016,11.47,0.298,1.88,87,3,0.667,10.34,1,0
399,2017,14.65,0.502,1.93,142,3,0.368,10.28,1,1
399,2018,16.27,0.785,2.67,153,4,0.198,9.88,1,0
399,2019,13.16,0.653,2.3,21,3,0.362,10.05,0,0
399,2020,14.69,0.747,2.45,71,3,0.22,13.11,1,0
399,2021,14.61,0.559,3.31,11,3,0.396,10.94,1,0
399,2022,13.02,0.675,2.15,105,3,0.164,10.21,1,0
399,2023,12.63,0.391,2.53,40,2,0.642,11.32,1,0
400,2010,13.9,0.403,3.21,71,2,0.404,11.32,1,0
400,2011,9.22,0.089,2.64,81,3,0.914,11.89,1,0
400,2012,16.17,0.678,1.7,162,4,0.142,8.49,1,0
400,2013,13.62,0.731,2.75,91,3,0.274,9.04,0,0
400,2014,12.34,0.417,1.92,161,4,0.582,8.37,0,1
400,2015,17.58,0.462,3.2,76,2,0.578,11.53,1,1
400,2016,12.3,0.387,2.09,165,3,0.699,11.44,1,0
400,2017,14.67,0.557,3.98,63,2,0.547,7.45,1,1
400,2018,15.29,0.669,3.23,24,4,0.17,10.78,1,0
400,2019,12.8,0.239,2.1,161,2,0.756,12.74,1,0
400,2020,13.24,0.561,2.51,185,3,0.64,9.53,0,0
400,2021,14.88,0.458,2.88,133,2,0.553,10.63,1,1
400,2022,16.2,0.517,2.89,166,3,0.4,11.46,0,1
400,2023,15.55,0.569,2.72,176,4,0.423,7.36,0,0
401,2010,12.74,0.472,3.13,113,2,0.49,10.3,0,0
401,2011,14.6,0.484,2.44,18,4,0.398,12.54,1,0
401,2012,15.01,0.468,2.32,169,4,0.619,8.81,1,0
401,2013,14.14,0.646,2.33,167,1,0.413,11.66,0,0
401,2014,17.48,0.563,2.93,191,3,0.304,10.05,1,1
401,2015,12.96,0.533,2.68,28,2,0.458,8.65,1,0
401,2016,12.32,0.309,2.65,197,2,0.634,9.81,1,0
401,2017,15.43,0.443,2.9,114,3,0.397,8.95,1,0
401,2018,12.55,0.635,1.47,138,3,0.224,8.22,0,0
401,2019,12.51,0.506,2.66,42,2,0.368,9.49,0,0
401,2020,12.77,0.599,2.61,133,1,0.395,10.14,0,0
401,2021,16.29,0.765,3.33,45,4,0.189,9.67,1,0
401,2022,12.92,0.656,1.74,35,3,0.248,9.47,1,0
401,2023,14.71,0.514,3.28,40,2,0.447,10.45,0,0
402,2010,14.24,0.423,2.54,109,3,0.651,11.06,1,0
402,2011,11.49,0.117,2.74,186,1,0.919,7.71,1,0
402,2012,11.24,0.475,3.34,113,2,0.625,9.5,1,0
402,2013,12.03,0.451,2.78,35,3,0.526,6.05,1,0
402,2014,14.36,0.559,2.7,161,3,0.602,9.68,1,0
402,2015,15.37,0.477,2.62,117,2,0.558,10.3,1,1
402,2016,16.65,0.452,2.26,135,3,0.499,11.14,1,1
402,2017,12.82,0.233,2.49,190,2,0.776,10.31,0,0
402,2018,13.43,0.359,2.14,65,3,0.516,11.1,1,0
402,2019,13.15,0.571,2.48,10,2,0.398,10.13,0,0
402,2020,10.65,0.757,1.33,24,3,0.286,8.65,1,0
402,2021,12.07,0.485,2.71,115,2,0.576,7.77,1,0
402,2022,14.13,0.549,2.44,65,3,0.41,9.47,0,0
402,2023,12.61,0.643,2.33,178,3,0.631,8.47,0,0
403,2010,13.59,0.378,2.61,145,1,0.604,9.76,0,0
403,2011,11.24,0.555,1.78,27,1,0.277,9.02,1,0
403,2012,15.23,0.389,3.46,83,3,0.732,10.84,1,0
403,2013,13.83,0.63,2.45,35,2,0.431,10.1,1,0
403,2014,12.26,0.523,2.43,8,3,0.5,10.89,0,0
403,2015,13.99,0.545,2.02,122,3,0.409,10.88,0,0
403,2016,14.15,0.383,2.51,70,3,0.657,9.64,1,1
403,2017,14.18,0.606,3.19,148,4,0.556,9.76,0,0
403,2018,16.05,0.813,3.02,119,3,0.207,11.0,0,0
403,2019,15.42,0.349,2.93,35,3,0.504,14.89,1,0
403,2020,15.91,0.449,2.77,180,3,0.206,8.02,1,0
403,2021,14.94,0.535,2.32,127,4,0.504,10.08,1,1
403,2022,13.49,0.618,1.77,47,2,0.283,7.61,0,0
403,2023,11.02,0.416,2.4,8,4,0.574,9.96,0,0
404,2010,10.59,0.075,2.38,194,4,0.844,8.65,1,0
404,2011,13.77,0.704,3.02,52,2,0.208,9.76,1,0
404,2012,16.59,0.614,2.65,160,2,0.309,10.31,1,1
404,2013,13.99,0.239,3.31,148,4,0.694,9.02,1,0
404,2014,13.72,0.409,3.1,93,3,0.669,6.43,0,1
404,2015,14.46,0.735,2.27,130,2,0.322,12.85,0,0
404,2016,16.27,0.717,1.6,81,3,0.162,11.68,1,0
404,2017,18.96,0.641,3.19,162,2,0.252,9.74,1,1
404,2018,12.57,0.474,3.18,69,2,0.564,8.21,1,0
404,2019,12.26,0.512,1.82,73,3,0.593,10.17,1,0
404,2020,14.02,0.48,3.25,18,3,0.623,10.72,1,0
404,2021,15.52,0.669,2.69,79,4,0.23,11.54,0,0
404,2022,12.67,0.369,2.58,166,3,0.73,11.72,1,0
404,2023,14.51,0.379,3.31,188,4,0.443,12.1,1,0
405,2010,12.12,0.652,3.17,33,2,0.328,6.52,0,0
405,2011,14.76,0.493,2.83,83,3,0.555,9.39,0,0
405,2012,16.07,0.707,2.74,157,2,0.085,11.99,1,0
405,2013,14.72,0.399,2.81,98,2,0.81,8.15,1,1
405,2014,14.16,0.492,2.3,70,4,0.641,12.44,1,0
405,2015,13.98,0.362,2.47,119,2,0.703,13.62,1,0
405,2016,14.25,0.501,2.05,44,4,0.402,12.38,1,0
405,2017,12.04,0.278,2.33,147,2,0.715,11.32,1,0
405,2018,11.57,0.427,2.32,36,1,0.652,9.1,1,0
405,2019,9.11,0.285,2.18,24,2,0.603,10.56,0,0
405,2020,12.77,0.604,2.57,57,3,0.378,7.31,0,0
405,2021,13.59,0.607,2.34,199,2,0.484,8.44,1,0
405,2022,14.42,0.24,2.75,53,3,0.61,8.58,1,0
405,2023,14.55,0.7,1.69,199,3,0.333,10.12,1,0
406,2010,17.5,0.875,2.44,93,2,0.0,9.22,1,1
406,2011,14.74,0.507,2.57,86,3,0.399,10.52,1,0
406,2012,12.14,0.404,2.34,5,3,0.546,11.76,0,0
406,2013,16.91,0.924,2.41,171,4,0.128,8.58,1,0
406,2014,10.98,0.302,1.71,65,2,0.628,10.3,0,0
406,2015,15.1,0.503,2.68,187,2,0.51,9.17,1,0
406,2016,16.82,0.527,2.82,134,2,0.404,10.38,0,0
406,2017,15.32,0.702,2.75,98,3,0.245,11.37,0,0
406,2018,14.98,0.554,3.02,21,3,0.571,11.84,1,1
406,2019,14.76,0.425,2.6,161,4,0.46,11.34,0,1
406,2020,13.62,0.357,2.74,121,4,0.719,10.83,1,0
406,2021,12.98,0.449,2.58,110,2,0.551,7.16,1,0
406,2022,13.4,0.349,2.84,136,3,0.593,7.84,1,0
406,2023,11.23,0.507,1.71,196,3,0.371,8.35,0,0
407,2010,10.23,0.415,2.05,89,4,0.47,10.72,0,0
407,2011,12.89,0.276,3.29,47,2,0.65,7.42,1,1
407,2012,12.44,0.688,1.27,80,3,0.297,10.68,0,0
407,2013,15.01,0.425,2.43,144,4,0.635,10.53,1,1
407,2014,12.07,0.31,3.09,54,2,0.66,6.13,0,0
407,2015,12.96,0.475,2.45,65,3,0.502,7.82,1,0
407,2016,13.22,0.51,2.3,108,4,0.481,12.09,0,0
407,2017,11.39,0.238,2.56,55,4,0.81,11.39,1,0
407,2018,13.43,0.55,2.32,81,2,0.515,8.3,1,0
407,2019,14.09,0.343,2.52,102,2,0.518,7.93,1,1
407,2020,11.88,0.757,2.16,87,2,0.215,5.1,1,0
407,2021,15.56,0.579,3.05,82,4,0.544,12.94,0,0
407,2022,14.85,0.44,3.21,9,4,0.428,10.08,1,0
407,2023,15.6,0.388,2.43,160,3,0.619,13.77,1,0
408,2010,13.44,0.484,1.81,142,3,0.499,9.62,0,0
408,2011,12.77,0.592,2.24,92,1,0.351,10.57,0,0
408,2012,15.0,0.496,2.41,184,3,0.663,11.78,0,0
408,2013,14.69,0.467,2.75,21,2,0.536,13.28,0,1
408,2014,14.77,0.509,2.0,69,3,0.642,11.0,1,0
408,2015,13.89,0.409,2.12,128,3,0.591,10.0,1,0
408,2016,12.98,0.449,2.76,25,3,0.598,10.06,0,0
408,2017,14.95,0.187,2.97,186,4,0.755,7.91,1,0
408,2018,13.54,0.646,2.19,115,1,0.297,9.24,1,0
408,2019,13.78,0.545,1.83,181,3,0.496,10.1,0,0
408,2020,18.22,0.384,4.14,111,3,0.659,12.76,0,0
408,2021,14.96,0.785,2.89,26,3,0.275,9.14,0,0
408,2022,14.06,0.513,2.37,73,3,0.525,12.13,1,0
408,2023,14.53,0.345,2.93,196,1,0.522,9.84,1,0
409,2010,13.64,0.629,2.44,40,2,0.291,12.49,1,0
409,2011,15.18,0.56,2.93,153,2,0.525,11.35,1,0
409,2012,14.98,0.559,2.58,188,2,0.245,11.22,1,0
409,2013,13.57,0.436,2.55,77,3,0.593,11.96,1,0
409,2014,14.36,0.568,2.44,95,2,0.421,11.67,1,0
409,2015,15.93,0.461,1.78,180,3,0.624,12.13,1,1
409,2016,16.71,0.583,3.47,130,2,0.458,14.26,1,0
409,2017,12.62,0.214,2.03,150,3,0.719,13.23,1,0
409,2018,13.74,0.435,1.82,103,3,0.494,10.93,1,0
409,2019,14.61,0.758,2.39,19,2,0.189,9.12,1,0
409,2020,11.79,0.385,2.02,48,3,0.673,10.73,1,0
409,2021,13.93,0.409,2.47,177,4,0.36,6.15,1,0
409,2022,14.14,0.433,2.84,101,1,0.583,11.66,1,0
409,2023,12.31,0.318,3.0,40,3,0.594,7.88,1,0
410,2010,15.11,0.169,2.91,172,2,0.85,12.24,0,0
410,2011,15.16,0.465,2.35,183,2,0.569,13.96,1,0
410,2012,13.49,0.52,2.52,34,3,0.313,7.1,1,1
410,2013,13.35,0.492,2.7,30,2,0.485,9.9,1,0
410,2014,10.78,0.478,1.62,89,4,0.537,7.87,1,1
410,2015,13.04,0.506,2.79,105,1,0.502,6.54,1,0
410,2016,13.89,0.653,1.77,125,1,0.334,9.79,1,0
410,2017,18.29,0.471,3.52,35,3,0.406,11.27,1,1
410,2018,14.15,0.414,2.3,188,3,0.479,11.51,0,0
410,2019,15.14,0.458,2.41,193,3,0.404,10.31,1,0
410,2020,11.55,0.587,2.12,21,2,0.469,6.67,0,0
410,2021,16.72,0.712,2.19,102,4,0.277,10.25,1,0
410,2022,16.6,0.406,3.64,130,4,0.589,7.01,1,1
410,2023,11.84,0.515,2.97,28,3,0.315,7.15,1,0
411,2010,14.94,0.551,1.73,126,3,0.446,8.01,1,1
411,2011,14.05,0.351,3.25,136,3,0.712,12.1,1,0
411,2012,14.61,0.503,3.1,141,1,0.313,11.09,0,0
411,2013,11.78,0.28,2.36,134,2,0.666,10.65,1,0
411,2014,14.94,0.235,2.65,167,1,0.608,8.27,1,0
411,2015,15.32,0.555,2.49,127,4,0.403,9.22,1,0
411,2016,14.45,0.442,3.49,42,2,0.467,7.26,0,0
411,2017,15.35,0.53,2.1,177,3,0.508,12.73,0,0
411,2018,17.49,0.497,2.57,147,2,0.52,14.39,1,1
411,2019,14.39,0.354,2.29,174,3,0.776,11.11,1,1
411,2020,13.65,0.493,1.78,135,2,0.501,11.46,1,0
411,2021,13.92,0.315,3.6,163,3,0.719,9.68,0,0
411,2022,14.24,0.709,1.91,184,2,0.236,6.76,1,1
411,2023,12.7,0.297,2.61,173,4,0.593,8.31,1,0
412,2010,13.32,0.471,1.63,61,4,0.613,9.07,0,0
412,2011,11.27,0.344,2.3,46,3,0.781,9.23,1,0
412,2012,14.55,0.586,2.71,57,1,0.485,8.77,1,0
412,2013,15.19,0.45,2.09,123,2,0.563,10.1,1,0
412,2014,14.52,0.422,2.79,125,4,0.48,8.3,1,0
412,2015,14.07,0.628,2.37,60,2,0.486,14.34,1,0
412,2016,12.38,0.504,3.08,91,2,0.554,7.27,0,0
412,2017,14.71,0.577,3.18,80,3,0.625,11.77,0,0
412,2018,15.25,0.353,2.21,185,2,0.532,9.48,0,0
412,2019,14.17,0.289,2.54,89,2,0.797,10.93,1,0
412,2020,14.09,0.516,2.59,89,3,0.539,11.02,0,0
412,2021,14.57,0.452,2.81,164,2,0.514,10.31,1,0
412,2022,13.51,0.594,2.51,85,2,0.542,7.73,1,0
412,2023,15.8,0.488,2.6,186,3,0.552,9.34,1,1
413,2010,14.88,0.531,2.38,169,2,0.376,10.34,1,0
413,2011,10.45,0.256,2.56,12,3,0.732,10.21,0,0
413,2012,13.47,0.783,3.15,15,2,0.122,7.95,0,0
413,2013,17.37,0.475,2.82,186,3,0.478,12.58,1,1
413,2014,12.92,0.605,2.85,192,3,0.466,5.01,1,0
413,2015,12.61,0.375,2.86,142,3,0.724,9.5,0,0
413,2016,12.99,0.546,2.42,119,2,0.476,8.16,0,0
413,2017,13.45,0.305,2.66,85,1,0.62,10.36,1,0
413,2018,14.83,0.568,1.96,91,4,0.47,12.03,1,0
413,2019,11.15,0.447,3.13,46,2,0.626,7.19,0,0
413,2020,11.65,0.504,1.11,41,3,0.298,14.71,1,0
413,2021,15.57,0.605,2.46,96,4,0.407,10.4,1,0
413,2022,16.52,0.315,3.07,190,3,0.666,10.76,1,0
413,2023,9.51,0.397,1.82,89,2,0.698,7.12,0,0
414,2010,13.07,0.569,2.7,63,2,0.47,9.91,1,0
414,2011,15.9,0.815,2.16,156,4,0.234,11.94,0,0
414,2012,14.24,0.479,2.32,160,3,0.473,10.42,1,0
414,2013,13.95,0.589,2.97,41,3,0.411,10.28,0,0
414,2014,12.07,0.484,2.6,25,3,0.61,9.9,1,0
414,2015,13.74,0.791,1.48,165,4,0.202,7.24,0,0
414,2016,11.64,0.238,2.01,134,3,0.78,7.23,0,1
414,2017,15.16,0.514,2.99,87,2,0.332,12.34,1,0
414,2018,12.38,0.256,2.72,160,3,0.737,11.76,0,0
414,2019,15.46,0.124,3.37,147,3,0.675,12.06,1,0
414,2020,14.73,0.545,3.34,5,1,0.404,8.35,1,1
414,2021,14.76,0.521,2.33,111,4,0.485,9.68,1,1
414,2022,17.71,0.457,3.75,32,2,0.619,12.46,1,1
414,2023,11.64,0.484,2.51,54,3,0.416,7.54,1,0
415,2010,16.46,0.965,2.02,39,2,0.073,12.26,1,1
415,2011,11.48,0.461,2.18,160,2,0.686,8.83,1,0
415,2012,11.94,0.577,1.37,141,3,0.359,8.29,1,0
415,2013,16.61,0.403,3.3,156,4,0.443,9.94,1,0
415,2014,15.05,0.544,3.3,195,3,0.485,7.77,1,1
415,2015,12.51,0.464,1.99,136,2,0.417,6.21,1,0
415,2016,15.46,0.438,2.39,188,3,0.48,10.15,0,0
415,2017,16.52,0.773,2.55,45,2,0.319,11.07,1,1
415,2018,13.39,0.677,2.02,71,2,0.511,12.43,1,0
415,2019,11.51,0.521,1.62,52,1,0.379,11.21,1,0
415,2020,11.16,0.154,2.39,90,1,0.772,13.93,1,0
415,2021,14.83,0.446,2.34,62,3,0.51,12.72,0,0
415,2022,15.05,0.905,2.31,43,3,0.04,11.48,1,0
415,2023,12.33,0.465,2.61,29,2,0.728,10.94,1,1
416,2010,16.31,0.665,3.21,64,3,0.281,12.46,1,1
416,2011,11.99,0.716,2.35,121,2,0.245,5.57,0,0
416,2012,12.84,0.533,2.59,90,4,0.629,9.04,1,0
416,2013,15.0,0.374,2.86,118,3,0.684,6.28,1,0
416,2014,14.25,0.135,2.78,179,1,0.964,11.33,1,0
416,2015,14.95,0.603,2.19,193,4,0.307,8.51,1,0
416,2016,15.71,0.378,2.55,88,2,0.569,16.04,0,0
416,2017,16.61,0.526,2.77,159,3,0.37,8.96,1,0
416,2018,12.68,0.313,1.94,128,2,0.768,10.21,1,0
416,2019,15.6,0.46,3.13,115,3,0.662,9.2,1,0
416,2020,12.99,0.505,3.22,46,3,0.435,9.02,0,0
416,2021,10.93,0.54,2.14,56,2,0.423,7.51,0,0
416,2022,12.04,0.333,2.6,52,2,0.635,7.44,1,1
416,2023,13.79,0.68,2.82,36,3,0.166,5.64,1,0
417,2010,11.29,0.41,2.23,156,2,0.522,11.09,1,0
417,2011,13.62,0.249,2.74,135,2,0.828,9.15,0,0
417,2012,14.85,0.484,2.58,122,3,0.429,13.87,1,0
417,2013,14.03,0.505,1.77,159,4,0.504,7.51,0,1
417,2014,14.19,0.524,2.73,172,2,0.345,12.95,0,0
417,2015,15.3,0.704,1.95,27,2,0.281,13.14,1,0
417,2016,18.13,0.465,2.97,139,4,0.479,12.55,1,1
417,2017,13.96,0.482,2.16,131,2,0.396,10.47,1,0
417,2018,12.38,0.335,2.42,41,3,0.745,9.32,1,0
417,2019,13.57,0.623,3.19,11,4,0.462,12.55,0,0
417,2020,13.34,0.528,2.75,81,4,0.375,8.42,0,0
417,2021,13.66,0.437,1.96,86,1,0.541,10.54,1,0
417,2022,11.21,0.214,1.99,99,2,0.79,9.91,1,0
417,2023,15.0,0.717,2.2,26,2,0.102,8.22,1,0
418,2010,11.61,0.316,2.7,82,4,0.544,10.56,1,0
418,2011,14.49,0.411,2.68,86,4,0.717,11.48,1,1
418,2012,11.11,0.554,2.08,149,2,0.34,8.14,0,0
418,2013,11.05,0.321,1.92,23,3,0.805,10.92,0,0
418,2014,11.55,0.276,2.64,99,4,0.589,5.54,1,0
418,2015,10.51,0.181,2.41,43,2,0.884,7.9,1,0
418,2016,16.65,0.608,3.58,121,2,0.361,9.09,1,0
418,2017,12.73,0.418,2.52,40,1,0.565,10.71,1,0
418,2018,19.45,0.939,3.41,19,3,0.247,11.74,1,0
418,2019,14.19,0.351,1.91,195,4,0.524,10.17,1,0
418,2020,13.94,0.362,1.71,161,4,0.698,11.13,1,1
418,2021,12.44,0.415,1.94,64,2,0.64,9.68,1,1
418,2022,13.87,0.536,3.09,188,2,0.799,10.81,0,0
418,2023,16.3,0.429,3.38,172,3,0.463,10.7,1,0
419,2010,13.4,0.592,2.11,148,3,0.346,8.98,1,0
419,2011,13.94,0.353,2.27,165,3,0.728,9.29,1,0
419,2012,12.08,0.293,1.92,93,3,0.687,11.2,1,0
419,2013,12.04,0.23,1.59,20,3,0.723,13.62,0,1
419,2014,15.09,0.166,2.86,162,1,0.929,12.41,1,1
419,2015,12.77,0.422,2.61,102,3,0.551,7.74,1,0
419,2016,14.29,0.455,2.51,198,4,0.456,7.75,1,0
419,2017,13.91,0.405,1.8,108,1,0.667,8.93,1,0
419,2018,15.92,0.687,3.32,48,3,0.351,10.2,1,0
419,2019,16.71,0.684,2.25,170,2,0.285,10.1,1,1
419,2020,15.05,0.45,2.77,55,3,0.514,12.48,1,0
419,2021,12.59,0.231,1.77,192,3,0.678,12.59,0,0
419,2022,11.3,0.415,2.4,22,3,0.658,10.01,1,0
419,2023,9.52,0.41,2.65,9,4,0.554,9.54,1,0
420,2010,12.64,0.401,2.66,172,2,0.522,11.03,1,0
420,2011,14.09,0.395,2.58,10,3,0.476,12.13,1,0
420,2012,14.05,0.402,2.75,80,1,0.637,11.1,1,0
420,2013,13.2,0.442,1.93,119,3,0.507,9.14,0,1
420,2014,14.98,0.405,2.6,16,2,0.394,8.78,1,0
420,2015,13.89,0.531,2.56,16,4,0.348,7.78,1,1
